family_id,month_index,income,housing,utilities,groceries,transport,insurance,childcare,healthcare,entertainment,dining_out,clothing,education,debt_min_payments,savings_contrib,investment_contrib,unexpected_spend,other_variable,total_spend,cashflow,out_of_norm_any,out_of_norm_category,negative_cashflow_flag,negative_trend_warning,next_3_months_cashflow_risk
1,14,9031.055529,1871.687694,535.5681303,745.2207289,586.6428428,413.3051168,315.9058942,403.5494617,472.4672637,396.5483933,254.8011427,274.2420138,548.1589198,368.767696,279.2787507,227.2124998,205.1145753,7898.471124,1132.584405,1,entertainment,0,0,0
1,15,8846.195618,1738.57422,497.4787981,692.2210108,544.9211032,383.9110677,293.4388282,374.8492299,259.8080611,368.3460739,236.6798154,254.7380617,509.1741371,342.5411256,259.4165884,211.0532627,190.5269314,7157.678315,1688.517303,0,,0,0,0
1,16,8428.385578,1860.494354,532.3652477,740.7640513,583.1345158,410.8334093,314.0166678,401.1360964,278.0274925,394.1768969,253.2773438,272.6019517,544.88074,366.5623377,277.6085672,225.8536905,203.8879192,7659.621282,768.7642961,0,,0,0,0
1,17,8677.856763,1977.991502,565.986096,787.5460602,819.5284493,436.7790693,333.8479899,426.469335,295.5859641,419.0706361,269.2727514,289.8177803,579.2919882,389.7121147,295.1405822,240.1171922,216.7642007,8342.921712,334.9350507,1,transport,0,1,0
1,18,8713.13321,1864.895699,533.6246564,742.516466,584.5140286,411.8053119,314.7595324,402.0850582,278.685218,395.1093954,253.8765183,273.2468422,546.1697564,367.4295089,278.2653017,226.3879893,204.3702539,7677.741536,1035.391673,0,,0,0,0
1,19,8309.562477,1910.038605,546.5419298,760.4903135,598.6631641,421.7737452,322.3788111,411.8181967,285.4312578,404.6736763,260.0220222,279.861237,559.3907048,376.323752,285.0011768,231.8680875,292.4832209,7946.7599,362.8025768,1,other_variable,0,0,0
1,20,8364.015694,1688.480081,483.1447699,672.2758081,529.2201035,372.8493057,284.983874,364.0485698,252.3221218,357.7327915,229.8602783,247.398206,494.5031271,332.67137,251.9419288,204.9721123,185.0372132,6951.441661,1412.574032,0,,0,0,0
1,21,8054.559803,1663.643891,476.038097,662.387169,521.4356993,367.3649908,280.7919893,358.6937066,248.6106653,352.4708284,226.4792175,243.7591764,487.2293818,327.7780404,248.2360646,201.9571365,182.3154638,6849.191518,1205.368285,0,,0,0,0
1,22,8516.833166,1877.747636,537.3021331,747.6335215,588.5422097,414.64327,316.9286991,404.8560292,280.6057784,397.8322935,255.6261094,275.129924,549.9336877,369.961651,280.1829683,227.9481431,205.7786724,7730.652726,786.18044,0,,0,0,0
1,23,8547.969525,1820.74086,520.9901104,724.9360218,570.674583,402.0550631,307.3070211,392.5649543,272.0868325,385.7544531,247.8655244,266.7772202,533.238182,358.7299389,271.6768585,221.0278369,199.5314119,7495.956872,1052.012653,0,,0,0,0
1,24,8361.524802,1896.496233,542.666891,755.0983585,594.4185803,418.7833257,320.0931119,408.898363,283.4075207,401.804498,258.1784391,277.8769919,555.4245668,373.6555777,282.9804889,230.2241188,207.8332944,7807.84036,553.6844421,0,,0,0,0
2,1,7158.219462,1635.764323,412.1971755,783.6754856,546.7951595,402.8828428,281.3793446,373.4146754,340.3897275,338.2647252,227.6440631,242.3092227,408.4556055,305.5812431,205.7379039,96.44433417,166.2776271,6767.213459,391.0060028,0,,0,0,0
2,2,6751.848052,1507.131256,379.7828561,722.0488928,503.7963376,371.200983,259.2522644,344.0501303,313.6221948,311.6642983,209.7426125,223.2545348,376.3355153,281.5509765,189.5591076,88.86015447,153.2019041,6235.054018,516.7940339,0,,0,0,0
2,3,7351.479655,1542.280124,388.6400392,738.8883029,515.5457263,379.8580222,265.2984688,352.0739653,320.9363986,318.9328406,214.6341675,228.4612108,385.1123006,288.1172249,193.9799489,90.93252463,156.7748334,6380.466098,971.0135563,0,,0,0,0
2,4,6856.456412,1498.057753,377.496419,717.7018841,500.7632922,368.966212,257.6914673,341.9788177,311.73407,309.7879608,208.4798823,221.9104576,374.0698325,279.8559327,188.4178897,88.32518257,152.2795704,6197.516624,658.9397886,0,,0,0,0
2,5,7141.540751,1575.311169,396.9635511,754.7130891,526.5871799,387.9934494,270.9803717,359.6143408,327.8099002,325.7634319,219.230992,233.3541693,393.3602588,294.2878375,198.1344215,92.88002842,160.1324833,6517.116674,624.4240762,0,,0,0,0
2,6,7317.059002,1744.788412,439.6702172,835.9076467,583.2391895,429.735082,300.1333461,398.302854,363.0767853,360.8101512,242.8165951,258.4591911,435.6792706,325.9483071,219.450385,102.8723724,177.3600713,7218.249877,98.80912477,0,,0,1,0
2,7,7248.811464,1480.117394,372.9756177,709.1068686,494.7662782,364.5475664,254.6054197,337.8833663,308.000822,306.0780189,205.9831802,219.2529144,369.5900672,276.5044491,186.1614449,87.26742262,150.4559089,6123.296739,1125.514726,0,,0,0,0
2,8,7384.515638,1627.68543,410.1613705,779.8049825,902.350999,400.8930405,279.9896372,371.5704137,338.7085731,336.594066,226.5197494,241.1124791,406.4382798,304.0720047,204.7217828,95.96800424,165.4563968,7092.047209,292.4684284,1,transport,0,0,0
2,9,7748.604014,1770.150743,446.0612853,848.0584418,591.7171833,435.9817325,304.4960994,404.0926041,368.3544875,366.0549055,246.3461892,262.2161668,442.0123262,330.6863079,222.6403267,159.1274695,179.9381861,7377.934455,370.6695593,1,unexpected_spend,0,0,0
2,10,7458.023854,1764.921765,444.7436322,845.5532999,589.9692666,434.6938541,303.596626,402.8989254,367.2663782,364.9735891,245.6184892,261.4415872,440.7066336,329.7094693,221.9826532,104.0594309,179.4066535,7301.542254,156.4816005,0,,0,0,0
2,11,7004.448415,1465.306562,369.2434279,702.011173,489.815387,360.899712,252.0577042,334.5023279,304.9188041,303.0152415,203.9220043,217.0589546,365.8917549,273.7376004,184.2986158,86.39417897,148.9503681,6062.023817,942.4245984,0,,0,0,0
2,12,7093.219343,1507.018383,379.7544133,721.994817,503.7586072,371.1731829,259.2328485,344.0243636,313.598707,311.6409571,209.7269044,223.2378148,376.3073307,281.5298906,189.5449111,88.85349954,153.1904304,6234.587062,858.6322819,0,,0,0,0
2,13,6968.301076,1573.704738,396.5587455,753.9434667,526.05019,387.5977911,270.7040381,359.2476223,327.4756144,325.4312331,219.0074301,233.1162053,392.9591277,293.987736,197.9323729,92.78531354,159.9691874,6510.470812,457.8302642,0,,0,0,1
2,14,7324.754906,1452.85746,366.1063716,696.0469543,485.6539632,357.8335432,249.9162465,331.6604287,302.3282436,300.4408535,202.1895028,215.2148428,362.7831742,271.4119524,182.7328327,85.66018243,147.6849003,6010.521452,1314.233454,0,,0,0,1
2,15,7096.862786,1572.94424,396.3671071,753.5791208,525.7959744,387.4104831,270.5732194,359.0740146,327.3173607,325.2739673,218.9015939,233.003551,392.7692288,293.8456654,197.8367214,92.74047471,159.8918817,6507.324604,589.5381817,0,,0,0,1
2,16,7663.089275,1866.806087,470.41752,894.3648825,624.0266508,459.7875945,321.122466,426.1572276,388.4677066,386.0425607,259.7974028,276.5339269,466.147476,348.7427355,234.7971317,110.0665099,189.7633308,7723.04121,-59.95193488,0,,1,0,0
2,17,8295.924839,1849.629112,466.0890842,886.1355951,618.2848168,455.5569675,318.1677334,422.2360424,384.8933127,382.4904812,257.4069383,273.9894653,461.85833,345.5338615,232.6367013,109.0537589,188.0172683,7651.979469,643.9453703,0,,0,0,0
2,18,7135.019458,1353.64091,341.1047372,648.5134699,452.4883485,333.3968654,232.8493088,309.0111293,281.6820576,279.9235586,188.3818545,200.5176858,338.008483,252.8770594,170.2538926,79.81039468,137.5994055,5600.05916,1534.960297,0,,0,0,0
2,19,7522.309127,1556.636211,392.2576377,745.7661357,520.3446077,383.3938746,267.7679605,355.351194,323.9237878,321.90158,216.632058,230.5878083,388.6970616,290.7991216,195.7855826,91.77895664,158.2341488,6439.857727,1082.451401,0,,0,0,0
2,20,7327.503305,1535.533563,386.9399695,735.6561048,513.2905195,378.1963686,264.1379454,350.5338506,319.5324922,317.5376986,213.6952703,227.4618285,383.4276627,286.8568829,193.1314016,90.53474877,156.0890365,6352.555343,974.9479617,0,,0,0,0
2,21,7419.988012,1717.439257,432.7784882,822.8049877,574.0970501,422.999084,295.4288253,392.0595489,357.3856407,355.1545355,239.0105011,254.4079031,428.8500988,320.8391427,216.010551,101.2598718,174.5799932,7105.10548,314.8825324,0,,0,1,0
2,22,7519.454643,1620.265772,408.2916867,776.2503114,541.6143807,399.0656055,278.7133295,369.8766433,337.1646004,335.0597321,304.0007964,240.0133895,404.5855673,302.6859197,203.7885769,95.53054269,164.7021786,6781.609033,737.8456103,1,clothing,0,0,0
2,23,7171.758741,1403.425584,353.6500054,672.364723,469.1301217,345.6586508,241.4131213,320.3760477,292.0418579,290.2186842,195.3102276,207.8923947,350.4398761,262.1774595,176.5155492,82.74568903,142.6600841,5806.020077,1365.738665,0,,0,0,0
2,24,7346.677289,1593.091113,401.4439292,763.2312515,950.3477673,392.3725853,274.0388251,363.6731725,331.5097671,329.4402011,221.7053696,235.98795,397.7999679,297.6093535,200.3706901,93.92833032,161.9398383,7008.490112,338.1871771,1,transport,0,0,0
3,1,11873.55852,2650.470936,615.7341411,1119.099263,855.7666564,499.6163797,675.1948584,490.5082323,553.010399,388.0668092,372.3909876,415.33407,648.1900154,469.7293767,411.5701009,326.4052903,335.7771046,10826.86462,1046.6939,0,,0,0,0
3,2,11362.98831,2669.723659,620.2067648,1127.228274,861.9828494,503.245537,680.0993981,494.0712291,557.0274045,390.885683,375.0959939,418.35101,652.8983949,473.1414381,414.5596999,328.7762616,338.2161518,10905.50975,457.4785644,0,,0,0,0
3,3,11619.4019,2795.934981,649.5270712,1180.518048,902.7331326,527.0364954,712.2511318,517.4284717,583.3609035,409.3648236,392.8286762,438.1285754,683.7641999,495.5092238,434.1580308,344.3191762,354.2053376,11421.06828,198.3336211,0,,0,1,0
3,4,11550.25379,2357.842182,547.7531977,995.5436262,761.2846053,444.4555716,600.6490758,436.3530213,491.9545535,345.2217792,331.2766674,369.4785619,576.6257382,417.8682827,366.1301587,290.3680819,298.7051886,9631.510291,1918.743494,0,,0,0,1
3,5,11089.34418,2685.272756,623.8189945,1133.793516,867.0032398,506.1765571,684.0604566,496.9488159,560.2716628,393.162293,377.280641,420.7875845,656.7010284,475.8971249,416.9741929,330.6911318,340.1860021,10969.026,120.3181829,0,,0,0,1
3,6,12021.40014,2620.080742,608.6741581,1106.267715,845.9544703,493.8877983,667.4531012,484.8840846,546.669604,383.6172508,368.1211675,410.5718662,640.7578947,464.3434785,406.8510546,322.6627403,331.9270978,10702.72422,1318.675918,0,,0,0,1
3,7,11393.85272,2730.469009,634.3185913,1152.876575,881.5959093,514.6960953,695.573987,505.3130405,569.7016843,399.77967,383.6307115,427.8699273,667.7540679,483.9070251,423.9923518,587.3480251,345.9117268,11404.7384,-10.88568172,1,unexpected_spend,1,0,0
3,8,11181.20369,2331.244183,541.5741842,984.3132446,752.6968182,439.4418227,593.8733623,431.4306745,486.4049851,341.3274523,327.5396504,365.3106026,570.1210237,413.1544558,361.9999717,287.0925405,295.3355992,9522.860571,1658.343122,0,,0,0,0
3,9,11710.82392,2519.092582,585.2134753,1063.62783,813.3480761,474.8514308,641.726848,466.1947554,525.5988192,368.8311414,353.9323378,394.7468205,616.0605791,446.4458646,391.1694236,310.2260562,319.1333291,10290.19937,1420.624552,0,,0,0,0
3,10,11520.79781,2513.422178,583.8961767,1061.233635,811.5172531,473.7825539,640.2823395,465.1453645,524.4157115,368.0009132,353.1356463,393.8582569,614.6738446,445.4409278,390.2889125,309.5277463,318.4149692,10267.03643,1253.761381,0,,0,0,0
3,11,11628.11522,2778.313652,645.4334388,1173.077855,897.0436736,523.7148576,707.7621821,514.1673882,579.6842821,406.7848093,390.3528807,435.3672781,679.4547885,492.386286,431.4217578,342.1491109,589.3097466,11586.42399,41.6912327,1,other_variable,0,1,0
3,12,11558.52681,2645.019284,614.4676612,1116.79743,854.0064629,498.5887379,673.806076,489.4993248,551.8729332,387.2686095,371.6250309,414.4797853,646.8567782,468.7632083,410.7235581,325.7339198,335.0864576,10804.59526,753.9315557,0,,0,0,0
3,13,10920.8082,2399.088572,557.335197,1012.958948,774.6019689,452.2305567,611.1563974,443.9862662,500.5604515,351.2608399,337.0717824,375.9419533,586.7128129,425.1781689,372.5349756,295.4475716,303.9305217,9799.996984,1120.811213,0,,0,0,0
3,14,11287.39923,2305.027606,535.4837791,973.2439089,744.2321818,434.4999721,587.1948139,426.5789152,480.9349987,337.4889708,323.8562231,361.2024128,563.7095881,408.5082262,357.9290123,283.863971,292.0143304,9415.76891,1871.630322,0,,0,0,0
3,15,11281.43109,2435.746633,565.851276,1028.436956,786.4378832,459.1406373,620.4948641,450.7703742,508.2090127,356.6281038,342.2222376,381.6863445,595.6777818,431.6748893,378.2273082,299.962009,308.5745786,9949.740889,1331.6902,0,,0,0,0
3,16,11824.15605,2397.824359,557.0415061,1012.425164,774.1937881,451.9922513,610.8343451,443.7523052,500.2966784,351.0757411,336.8941606,375.7438486,586.4036413,424.954119,372.3386662,295.2918839,303.7703638,9794.832821,2029.323226,0,,0,0,0
3,17,11563.08322,2473.621758,574.6500926,1044.42884,798.666755,466.2801357,630.143372,457.7797175,516.1115096,362.1735632,347.5436901,387.621452,604.9403916,438.3873036,384.1086287,304.6263278,313.3728202,10104.45636,1458.62686,0,,0,0,0
3,18,11460.10033,2676.855474,621.8635654,1130.239516,864.2855229,504.5898911,681.9161939,495.3910752,558.5154298,391.9298826,376.0980134,419.4685796,654.6425269,474.4053731,415.6671414,329.6545441,339.1196517,10934.64238,525.4579475,0,,0,1,0
3,19,11724.34537,2790.443733,648.2513927,1178.199497,900.9601544,526.0013898,710.8522625,516.4122363,582.215176,408.5608264,392.0571562,437.2680859,682.4212792,494.536038,433.3053395,343.6429294,353.5096743,11398.63717,325.7082024,0,,0,1,0
3,20,11521.06752,2432.380021,565.0691744,1027.015483,785.3508937,458.5060277,619.6372358,450.1473337,507.5065824,356.1351838,341.7492289,381.1587897,594.8544549,431.0782419,377.7045344,299.5474111,308.1480766,9935.988674,1585.078851,0,,0,0,0
3,21,11504.77007,2571.663646,597.4263233,1085.824731,830.321876,484.761128,655.1190763,475.9237961,536.5675661,376.5282962,361.3185687,402.9848108,628.9171768,455.7627647,399.332757,316.7001786,325.7933378,10504.94603,999.8240363,0,,0,0,1
3,22,11629.40821,2395.535878,556.5098663,1011.458906,773.4548984,451.5608704,610.2513655,443.3287885,499.8191958,350.7406748,336.5726291,375.3852391,585.8439783,424.5485432,371.9833066,295.0100576,303.4804457,9785.484643,1843.923564,0,,0,0,0
3,23,11608.09162,2592.569598,602.2830105,1094.651779,837.0718525,488.7019205,660.4447681,479.7927468,540.9295112,379.5892262,364.2558535,406.2608151,634.0298642,459.4678194,402.5790724,319.274745,328.4418257,10590.34441,1017.747212,0,,0,0,0
3,24,12340.69538,3025.141579,702.774336,1277.295165,976.7378542,570.2421647,770.6404219,559.8464894,631.1839641,442.9239439,425.0321877,474.0457054,739.8181736,536.1303341,469.7496615,372.545951,597.6396393,12571.74757,-231.0521878,1,other_variable,1,0,0
4,1,5946.155993,1272.883747,319.4747261,663.7236385,558.5619231,262.7317086,216.6214555,192.0404925,241.1195717,196.2711144,123.1464475,155.6745884,344.2202726,161.6128076,176.1020685,255.670137,135.20991,5275.064609,671.091384,0,,0,0,0
4,2,6273.282535,1381.358393,346.7002351,720.285903,606.162348,285.1216003,235.0818498,208.4061069,261.6676857,212.9972607,133.6409388,168.9411149,373.5545873,175.3853867,191.1094167,277.4582444,146.7324447,5724.603517,548.6790186,0,,0,0,0
4,3,6181.174663,1380.355887,346.4486209,990.9747431,605.7224318,284.9146762,234.9112415,208.2548583,261.477783,212.8426801,133.5439502,168.8185076,373.2834838,175.2581026,190.970721,277.2568819,146.6259552,5991.660524,189.5141396,1,groceries,0,1,0
4,4,6646.161621,1456.819423,365.6398214,759.6337765,639.2758649,300.6972608,247.9239322,219.7909433,275.9621027,224.6329033,140.9414936,178.1700524,393.9611767,184.9663628,201.5493672,292.6152701,154.7481641,6037.327915,608.8337068,0,,0,0,0
4,5,6442.447846,1403.580349,352.2776126,731.8731646,615.9137005,289.7083603,238.8636188,211.7587424,265.8771419,216.4237543,135.7908247,171.6588758,379.5639715,178.2068169,194.1837998,281.9217238,149.0929341,5816.695391,625.7524546,0,,0,0,0
4,6,6331.520288,1315.498033,330.1702726,685.944135,577.2617592,271.5275819,223.873625,198.4697273,249.1919023,202.8419842,127.2692104,160.8863459,355.7442638,167.023368,181.9977081,264.2295992,139.73654,5451.666055,879.8542325,0,,0,0,0
4,7,6421.017296,1386.324241,347.9465884,722.87526,608.3414421,286.1465844,235.926946,209.1553064,262.6083553,213.762965,134.1213648,169.5484416,374.8974793,176.01588,191.7964363,278.4556795,147.2599335,5745.182904,675.8343918,0,,0,0,0
4,8,6948.593557,1651.493902,414.5001956,861.1434819,724.7021673,340.8793739,281.0539563,249.1615619,312.8388617,254.650552,159.7754765,201.9788799,446.6061278,209.6833799,228.4823677,331.7173885,175.4271295,6844.094803,104.4987538,0,,0,1,0
4,9,6430.971077,1332.683364,334.4835328,694.9051344,584.8029597,275.074749,226.798253,201.0624852,252.4472818,205.4918602,128.9318229,162.9881241,360.3916162,169.2053187,184.3752798,267.6814274,141.5620225,5522.885231,908.0858453,0,,0,0,0
4,10,5976.067716,1390.587805,349.0166789,725.0984229,610.2123625,287.0266124,236.6525262,209.798552,263.4159928,214.4203811,134.5338476,170.0698784,376.0504558,176.5572071,192.3862956,279.3120546,147.7128232,5762.851896,213.2158205,0,,0,0,0
4,11,6383.189972,1426.18487,357.9510083,743.6599089,625.8329291,294.3740845,242.7104935,215.1690958,270.1590667,219.9092372,137.9777224,174.4234249,385.6768114,181.0768199,197.3111105,286.462045,151.4940609,5910.372689,472.8172831,0,,0,0,0
4,12,5775.563456,1324.086204,332.3257748,690.4222914,581.0303874,273.3002378,225.3351742,199.7654283,250.8187407,204.1662293,128.1000819,161.9366854,358.0667247,168.1137727,183.1858722,265.9546106,140.6488039,5487.25702,288.3064363,0,,0,0,0
4,13,6429.8394,1303.344927,327.1200253,679.6071042,571.9287804,269.0190997,221.8053894,196.6361833,246.8897662,200.9680475,126.0934457,159.4000124,352.4577536,165.4803382,180.3163393,261.7885388,138.445597,5401.301348,1028.538052,0,,0,0,0
4,14,6146.629904,1355.996559,340.3347951,707.0614045,595.0331658,279.8867482,230.765731,204.5797565,256.8634491,209.0866165,131.187282,165.8393444,366.6960995,172.165299,187.6006348,272.3640921,144.038427,5619.499404,527.1304994,0,,0,0,0
4,15,6298.401432,1343.856767,337.2878895,968.9473419,589.7060294,277.3810141,228.6997612,202.7482212,254.5638351,207.2147327,130.0128054,164.3546393,363.4131898,170.6239597,185.9211079,269.9257058,142.7488983,5837.405898,460.9955339,1,groceries,0,0,0
4,16,6246.188959,1335.987832,335.3129047,696.628193,586.2530134,275.7568132,227.3606127,201.5610316,253.0732399,206.0013895,129.2515171,163.3922628,361.2852287,169.6248733,184.8324493,268.3451594,141.913034,5536.579554,709.6094051,0,,0,0,0
4,17,6317.57824,1493.133168,374.7540269,778.5689632,655.2109223,308.1926605,254.1038653,225.269613,282.8409357,230.2322672,144.4547043,182.6112494,403.7813409,189.5769696,206.573334,299.9092122,158.60553,6187.818763,129.7594779,0,,0,0,0
4,18,5496.386001,1176.697018,295.3333001,613.5687004,516.3536348,242.8781252,200.2522394,177.5287614,222.899131,181.4396921,113.8407635,143.910883,318.2089247,149.4003747,162.7947402,236.3501684,220.0476946,4971.504152,524.8818498,1,other_variable,0,0,0
4,19,6313.911307,1395.55568,350.2635411,727.6888371,612.3923463,288.052015,237.4979674,210.5480573,264.3570465,215.186398,135.0144698,170.6774531,377.3938961,177.1879577,193.0735957,280.309897,148.2405273,5783.439686,530.4716216,0,,0,0,1
4,20,6143.957253,1193.655329,299.5895816,622.4113238,523.7952151,246.3784338,203.1382327,180.0872686,226.1115066,184.0545629,115.4814127,145.9848964,322.794885,151.5535016,165.1409039,239.7563974,126.7940061,4946.727457,1197.229796,0,,0,0,1
4,21,6348.50432,1521.607772,381.9007253,793.4165624,667.7060379,314.0700089,258.9497204,229.5655881,288.2348174,234.622882,147.2095092,186.0937137,411.481601,193.1922728,210.5127642,305.6285922,161.6301963,6305.822764,42.68155597,0,,0,0,1
4,22,5784.5213,1321.345268,331.6378408,1002.60022,579.8276202,272.7344902,224.8687171,199.351902,250.2995311,203.7435931,127.8349072,161.6014669,357.3255054,167.7657673,182.8066667,265.4040689,140.3576526,5789.505217,-4.983917209,1,groceries,1,0,0
4,23,6140.696202,1328.679281,333.4785682,692.8172734,998.3682138,274.2482796,226.1168316,200.4583877,251.6887972,204.8744545,128.5444439,162.4984219,359.30881,168.6969368,183.8213194,266.8771714,141.1366957,5921.613886,219.0823156,1,transport,0,0,0
4,24,5917.958262,1259.422895,316.0962543,656.7047058,552.6550843,259.9532989,214.3306656,190.0096484,238.5697122,194.1955311,121.8441636,154.0283167,340.5801146,159.9037387,174.2397745,252.9664041,133.780054,5219.280362,698.6779003,0,,0,0,0
5,1,10168.06695,1982.245693,564.1606468,927.1642344,810.21548,444.2269259,402.0736174,393.4802678,349.5416158,296.8352569,275.2418838,194.6691783,536.9053024,331.797572,425.7550921,258.7729105,401.5670906,8594.652768,1573.414182,0,,0,0,0
5,2,10406.1093,2002.3628,569.8861126,1495.559277,818.4380688,448.735227,406.1541196,397.4735591,353.0889894,299.8477324,278.0352158,196.6448066,542.3541634,335.1648676,430.0759291,261.3991048,405.6424523,9240.862426,1165.246873,1,groceries,0,0,0
5,3,10213.46118,2159.731061,614.6741932,1010.180222,882.7601664,484.0019041,438.0742928,428.711516,380.8387059,323.4131503,299.8863601,212.0993742,584.9784727,361.5059044,463.8761481,281.9427957,437.5224129,9364.19668,849.2645002,0,,0,0,0
5,4,10779.92547,2319.356378,660.1046474,1084.842453,948.0048045,519.7743939,470.4522816,460.3975036,408.9864232,347.3165555,322.0509046,227.7755991,628.2141218,388.224738,498.1611471,302.7811348,469.8596123,10056.3027,723.6227686,0,,0,0,0
5,5,9764.473596,2063.859034,587.3883604,965.3375905,843.573803,462.5167089,418.6278576,409.6807011,363.9329998,309.0566062,286.5741873,202.6841293,559.0108545,345.4583954,443.2843497,269.4271507,418.100476,8948.513204,815.9603916,0,,0,0,0
5,6,10491.99911,2231.943417,635.2263222,1043.956416,912.2759668,500.1848994,452.7216613,443.0458324,393.5723562,334.2267306,309.9133032,219.1910884,604.5377013,373.5931469,479.3862224,291.3697812,452.1513288,9677.296173,814.7029399,0,,0,0,0
5,7,10973.78054,1995.878056,568.0405103,933.5405576,815.7875195,447.2819774,404.8387708,396.1863227,351.9454944,298.8766617,277.134786,196.0079633,540.5977245,334.0794208,428.6831085,260.5525517,404.3287605,8653.760186,2320.020352,0,,0,0,0
5,8,10330.1152,2220.280225,631.9068983,1038.501141,907.5087988,497.5711448,450.3559295,440.7306624,391.5157137,332.4802032,308.2938274,218.0456885,601.3786432,371.6409072,476.8811529,289.8472061,449.7885773,9626.72672,703.388479,0,,0,0,0
5,9,10051.4965,2271.190353,646.396268,1062.313553,928.3176086,508.98025,460.6824089,450.8364383,400.4930107,340.1038398,315.3628802,223.045388,615.1680123,380.162483,487.8158449,296.4932853,460.1020475,9847.46367,204.0328287,0,,0,1,0
5,10,10655.0104,2324.039732,661.4375618,1087.033018,949.9190605,520.8239469,471.402241,461.32716,409.8122678,348.0178734,322.701205,228.2355343,629.4826414,389.0086597,499.1670575,303.3925247,470.8083749,10076.60886,578.4015364,0,,0,0,0
5,11,10391.74891,2262.370203,643.8859932,1058.188066,924.7124945,507.0036292,458.8933524,449.0856185,398.9376992,338.7830493,314.138171,222.179193,612.7790122,378.686125,485.921416,295.341856,458.3152449,9809.221124,582.5277821,0,,0,0,0
5,12,10902.10206,2294.606158,653.0605658,1073.265927,937.8884946,514.2277988,465.4320105,455.4845287,404.6220641,343.6102853,318.6142482,225.3449695,621.5103491,384.0819301,492.8451903,299.5501092,464.8456657,9948.990294,953.1117694,0,,0,0,0
